ID,What is your age,What is your gender identity,Other (please specify)...4,American Indian or Alaska Native,Asian or Asian American,Black or African American,Hispanic or Latino,Middle Eastern or North African,Native Hawaiian or other Pacific Islander,White,Another race,Other (please specify)...13,In what state or U.S. territory do you live?,What is the geography of your place of residence?,Which of the following best describes your current relationship status?,What is the highest level of education you have completed?,Protestantism,Catholicism,Christianity,Judaism,Islam,Buddhism,Hinduism,Native American,Inter/Non-denominational,No religion,Other (please specify)...28,Peer_0001,Peer_0002,Peer_0003,Peer_0004,Peer_0005,Peer_0006,Peer_0007,Peer_0008,Peer_0009,Peer_0010,Peer_0011,Peer_0012,Mentor_0001,Mentor_0002,Mentor_0003,Mentor_0004,Mentor_0005,Mentor_0006,Mentor_0007,Mentor_0008,Mentor_0009,Mentor_0010,Mentor_0011,Community_0001,Community_0002,Community_0003,Community_0004,Community_0005,Community_0006,Community_0007,Community_0008,Community_0009,Community_0010,Community_0011,Community_0012,Community_0013,Community_0014,Loneliness_0001,Loneliness_0002,Loneliness_0003,Loneliness_0004,Loneliness_0005,Loneliness_0006,Loneliness_0007,Loneliness_0008,Loneliness_0009,Loneliness_0010,Loneliness_0011
1.15E+11,40,Cisgender woman,NA,American Indian or Alaska Native,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Texas,Suburban,"Single, never married",3 years of college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,2,2,4,2,2,2,2,3,4,4,3,3,4,1,4,4,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,5,2,3,4,2,2,4,4,2
1.15E+11,55,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,2,4,4,4,3,2,1,4,3,4,2,3,2,2,1,3,2,2,2,2,2,1,1,1,2,1,3,1,1,3,1,2,2,1,1,1,1,3,4,3,2,2,3,2,2,2,4,2
1.15E+11,40,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,North Carolina,Suburban,Married,Graduated from college,Protestantism,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,4,4,2,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,2,1,3,3,3,3,2,3,3,3,3,2,3,4,3,3,4,4,3,3,4,3,4
1.15E+11,40,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Suburban,"Single, never married",2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,4,3,3,3,2,2,3,2,3,3,2,3,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,4,2,3,1,2,2,2,4,1
1.15E+11,44,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,5,5,3,4,3,2,1,3,3,4,4,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,2,1,3,2,2,3,1,1,1,1,2,4,4,2,2,1,1,1,2,5,2
1.15E+11,50,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New Jersey,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,4,4,3,2,5,4,4,3,4,4,4,2,2,1,3,1,3,2,3,4,2,2,2,4,1,4,2,3,5,3,2,2,2,1,1,2,2,3,4,2,3,4,1,2,3,4,2
1.15E+11,50,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Urban,Divorced,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,3,3,1,4,3,3,3,1,1,1,1,2,4,3,2,2,1,1,2,2,2,3
1.15E+11,22,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,4,4,4,3,4,2,3,3,4,4,4,4,4,3,3,5,4,4,4,4,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,4,2,2,4,2,3,4,4,2,2,4
1.15E+11,21,Cisgender woman,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Indiana,Suburban,"Single, never married",1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,1,2,3,3,3,1,2,1,1,1,1,2,3,3,2,2,1,2,1,1,2,1,1,2,3,3,2,1,1,5,2,4,3,2,1,1,1,1,5,5,1,5,5,1,1,3,5,1
1.15E+11,27,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Alabama,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,4,5,4,4,5,1,4,4,3,4,4,4,4,3,3,3,4,4,4,3,3,4,4,3,1,4,3,1,4,1,1,4,3,4,4,4,1,1,4,1,1,4,4,1,1,4
1.15E+11,31,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,3,3,2,2,2,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,3,2,3,3,1,1,2,2,2,5,5,2,4,5,1,1,4,5,1
1.15E+11,43,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Michigan,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,4,4,5,3,4,3,1,1,4,4,3,3,3,3,4,2,4,4,4,3,3,5,2,2,4,1,4,3,5,4,2,4,3,4,2,3,5,1,3,4,4,5,2,2,4,1,5
1.15E+11,41,Gender fluid,NA,NA,NA,NA,Hispanic or Latino,NA,NA,NA,NA,NA,California,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,3,4,3,3,NA,4,2,3,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,4,3,4,4,4,4,4,3,5,4,1,3,3,3,4
1.15E+11,50,Cisgender woman,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Illinois,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spiritual,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,3,3,3,3,4,2,4,4,2,4,2,3,4,4,4,3,5,1,1,5,1,1,4,4,1,1,4
1.15E+11,38,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Virginia,Exurban,Married,Completed graduate school,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,3,4,2,4,4,4,3,3,3,2,2,3,3,3,2,3,1,3,3,4,1,2,3,2,3,3,2,4,4,1,3,2,4,3,2,3,3,3,3,2,3,2,3
1.15E+11,39,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,4,5,5,5,4,1,2,5,5,4,5,5,5,5,5,5,5,4,5,5,2,4,4,4,3,1,4,4,2,4,3,2,4,3,3,4,4,4,4,4,4,5,2,4,4,5,5
1.15E+11,34,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,2,3,2,4,1,4,3,2,3,3,4,3,3,1,3,1,2,3,2,3,3,1,1,1,2,4,1,3,5,4,3,1,1,1,1,1,2,5,4,2,3,4,1,1,3,3,1
1.15E+11,38,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Tennessee,Rural,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,3,4,3,4,4,3,3,3,3,4,4,3,3,4,4,3,3,3,3,4,3,1,3,3,3,4,2,2,3,3,2,3,4,4,3,3,3,4,2,3,3,3,3
1.15E+11,49,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Iowa,Suburban,Divorced,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,2,5,5,3,3,3,2,5,3,3,2,4,3,4,3,5,4,5,3,5,5,4,4,1,2,1,4,1,1,4,1,5,4,1,1,1,1,1,5,4,1,5,5,1,1,4,5,1
1.15E+11,48,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Washington,Urban,Married,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,Taoism,3,3,3,3,3,2,3,4,2,3,2,2,3,4,4,4,4,3,3,4,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,4,3,3,3,2,3,3,3,3
1.15E+11,28,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Illinois,Urban,"Single, never married",Some graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,1,5,2,2,5,5,5,5,5,2,2,5,2,2,4,5,2,2,5
1.15E+11,32,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Utah,Suburban,Married,Graduated from college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,5,3,3,2,5,5,4,5,2,4,5,4,1,2,3,2,4,3,2,4,NA,2,1,4,3,2,4,2,5,5,3,4,5,3,3,3,4,4,3,4,3,4,2,4
1.15E+11,34,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Florida,Urban,"Single, never married",11th grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,2,2,2,4,2,3,3,4,4,3,2,4,2,2,2,4,3,4,4,4,3,3,3,3,2,2,5,3,4,5,5,4,3,2,3,3,2,3,3,4,3,3,3,3,4,2,4,3
1.15E+11,32,Cisgender woman,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,Washington,Suburban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,Buddhism,NA,NA,NA,NA,NA,3,3,2,3,2,3,3,4,2,3,2,4,3,4,1,3,4,3,3,4,5,3,3,4,3,3,1,3,2,4,3,4,3,NA,2,5,2,3,4,4,2,4,4,2,2,3,3,2
1.15E+11,40,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Arizona,Suburban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,4,2,3,3,2,2,2,2,4,2,2,4,2,2,3,4,2,2,4
1.15E+11,36,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Pennsylvania,Rural,Married,Graduated from college,Protestantism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,3,1,4,4,5,4,4,5,4,4,4,5,5,4,5,4,4,4,4,5,1,4,4,1,5,2,3,4,4,4,4,5,1,1,5,1,2,5,4,1,2,5
1.15E+11,45,Cisgender man,NA,NA,NA,NA,Hispanic or Latino,NA,NA,White,NA,NA,Florida,Urban,Divorced,Completed graduate school,NA,NA,NA,Judaism,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,2,1,3,3,4,3,3,4,3,2,2,2,2,3,NA,2,3,3,3,2,3,2,NA,3,3,1,3,3,2,3,3,4,2,2,3,2,2,2,3,3,1,4
1.15E+11,34,Cisgender man,NA,NA,Asian or Asian American,NA,NA,NA,NA,NA,NA,NA,California,Urban,"Single, never married",Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,5,5,4,4,5,1,5,5,4,4,5,4,5,4,4,4,3,5,4,4,5,4,4,5,1,5,4,1,5,1,3,4,4,5,4,4,1,1,5,1,1,5,5,1,1,5
1.15E+11,30,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Urban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,3,3,3,3,3,3,4,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,5,5,2,5,5,2,2,3,4,2
1.15E+11,33,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Louisiana,Urban,"Single, never married",1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,5,4,5,3,3,4,4,4,4,4,5,3,4,5,4,5,3,5,4,5,4,4,3,4,3,4,4,3,4,3,3,3,3,3,3,2,3,2,2,3,2,2,3,2,2,2,2
1.15E+11,45,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Rural,Divorced,2 years of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,3,4,3,3,3,4,2,3,3,3,2,3,4,3,4,3,4,3,4,4,3,4,2,2,3,3,2,2,3,3,3,2,3,2,2,3,3,4,4,2,4,4,1,2,4,4,2
1.15E+11,20,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Alabama,Rural,Cohabiting with a significant other or in a domestic partnership,2 years of college,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,5,4,4,4,4,5,5,4,5,5,3,3,4,4,2,4,2,4,4,4,5,4,4,5,2,4,4,3,4,4,4,2,4
1.15E+11,34,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Nebraska,Rural,Divorced,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,Inter/Non-denominational,NA,NA,4,4,4,4,4,4,3,2,4,4,4,3,3,4,3,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,2,3,4,3,2,3,3,3,2,3,3,3,4
1.15E+11,48,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Colorado,Urban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,3,2,3,3,3,3,3,3,2,3
1.15E+11,29,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Massachusetts,Suburban,"Single, never married",Graduated from college,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,3,3,1,1,1,1,1,5,5,1,5,5,1,1,3,5,1
1.15E+11,32,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Florida,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,4,4,4,4,3,4,3,3,3,2,3,3,4,4,4,4,3,4,4,4,4,4,2,2,2,3,2,2,3,3,3,3,2,2,1,2,4,3,2,3,3,4,2,3,3,1,3
1.15E+11,39,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,New Jersey,Suburban,"Single, never married",1 year of college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agnostic,1,1,2,2,3,2,2,5,3,1,1,1,4,4,2,3,4,3,3,3,5,2,3,2,1,1,3,3,2,2,4,3,1,2,1,1,1,2,2,1,3,1,3,2,3,1,2,1
1.15E+11,71,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,California,Suburban,Married,Completed graduate school,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,4,5,5,4,5,5,5,2,4,4,5,5,3,4,3,4,3,4,2,4,5,3,2,4,4,2,3,3,4,5,3,5,5,3,3,2,2,4,3,3,2,4,5,2,3,4,5,4
1.15E+11,40,Cisgender man,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Ohio,Exurban,Married,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,3,4,3,4,3,4,3,4,1,3,4,3,3,4,4,5,3,3,2,4,3,2,3,5,4,4,2,4,3,3,4,3,2,4,3,5,3,4,2,3,4,2,3,4,3,2,2,4
1.15E+11,39,Cisgender man,NA,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,Arkansas,Suburban,Cohabiting with a significant other or in a domestic partnership,Graduated from high school,NA,NA,Christianity,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,2,1,5,5,5,5,4,4,2,1,2,4,3,4,4,3,3,2,2,1,1,2,1,1,3,4,1,1,1,1,1,5,1,3,4,3,1,5,5,3,2,5
1.15E+11,41,Cisgender woman,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,New York,Urban,Cohabiting with a significant other or in a domestic partnership,Graduated from college,NA,NA,NA,NA,NA,NA,NA,NA,NA,No religion,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,3,2,2,4,2,4,4,4,2,3,4
1.15E+11,37,Cisgender man,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,Ohio,Urban,Married,Completed graduate school,NA,Catholicism,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,3,4,4,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,4,3,3,3,3,4,4,4,2,2,2,4,2,3,4,3,3,2,4,5,2,2,4,3,2
